index,feature,coefficient,odds_ratio,importance,family
0,BENE_ESRD_IND,0.1949029174102115,1.2151930066787495,0.1949029174102115,Disease
1,age,0.0148190908223382,1.0149294379563405,0.0148190908223382,Demographics
2,prior_has_Additional endocrine/metabolic burden,0.0509176176368675,1.0522362040073596,0.0509176176368675,Disease
3,prior_has_COPD,0.056835853405656,1.0584820499111274,0.056835853405656,Disease
4,prior_has_Administrative_screening_aftercare,0.1282510229452789,1.1368383393907933,0.1282510229452789,Disease
5,prior_has_Cancer,0.0927721749619166,1.0972117344857495,0.0927721749619166,Disease
6,prior_has_Injury/Frailty Burden,0.180370100161573,1.197660535465359,0.180370100161573,Disease
7,prior_has_Additional cardiovascular burden,0.1681931400303653,1.1831651051257166,0.1681931400303653,Disease
8,prior_has_Additional mental health burden,0.0309779727583191,1.0314627833562744,0.0309779727583191,Disease
9,prior_has_Additional Musculoskeletal Burden,0.0143510082905487,1.0144544783842455,0.0143510082905487,Disease
10,prior_has_Infectious disease burden,0.1071246696137781,1.1130730122122487,0.1071246696137781,Disease
11,prior_has_Stroke/TIA,0.0466065468879718,1.0477097033302072,0.0466065468879718,Disease
12,prior_has_Additional neurologic burden,0.0408576067424554,1.0417037633920032,0.0408576067424554,Disease
13,prior_has_Diabetes,0.1140607983203108,1.1208202668022669,0.1140607983203108,Disease
14,prior_has_Additional renal burden,0.1146683201432184,1.1215013964535203,0.1146683201432184,Disease
15,prior_has_Genitourinary (non-renal) burden,0.0047961483474331,1.0048076682766516,0.0047961483474331,Disease
16,prior_has_Sensory Burden,0.0716473823777782,1.074276468454716,0.0716473823777782,Disease
17,prior_has_Additional Hematologic burden,0.0678421484149003,1.0701963629527056,0.0678421484149003,Disease
18,prior_has_Rheumatoid Arthritis/Osteoarthritis,0.0507430642643534,1.0520525486585652,0.0507430642643534,Disease
19,prior_has_Depression,0.0161711196708978,1.0163025798902905,0.0161711196708978,Disease
20,prior_has_Heart Failure,0.0598915505388452,1.061721397188108,0.0598915505388452,Disease
21,prior_has_CKD,0.0061055818132577,1.0061242588699817,0.0061055818132577,Disease
22,prior_has_Additional GI/Hepatic burden,0.060707428656791,1.062587985910746,0.060707428656791,Disease
23,prior_max_carrier_chronic_code_counts,0.0461085301151149,1.047188056230148,0.0461085301151149,Chronic Count
24,prior_max_ip_chronic_code_counts,-0.1785559054416368,0.8364772919377724,0.1785559054416368,Chronic Count
25,prior_max_op_chronic_code_counts,0.0761278192726924,1.0791004951830698,0.0761278192726924,Chronic Count
26,cum_num_carrier_claims,0.155520119825981,1.1682654411281674,0.155520119825981,Utilization
27,cum_num_ip_claims,-0.0008544032090618,0.9991459616894292,0.0008544032090618,Utilization
28,cum_num_op_claims,0.1497205505080496,1.1615096141001873,0.1497205505080496,Utilization
29,cum_total_days_medsupplied,-0.0868178865332906,0.916844050078756,0.0868178865332906,Utilization
30,cum_total_carrier_insurance_cost,0.2727678374653606,1.3135952418201426,0.2727678374653606,Cost
31,cum_total_inpatient_beneficiary_cost,0.0209572182885795,1.0211783629449644,0.0209572182885795,Cost
32,cum_total_inpatient_insurance_cost_adj,-0.0374910584677813,0.9632030301932448,0.0374910584677813,Cost
33,cum_total_outpatient_beneficiary_cost,-0.0015211694884821,0.998479986903394,0.0015211694884821,Cost
34,cum_total_medoop,0.1404204950260237,1.150757584975912,0.1404204950260237,Cost
35,cum_total_raw_drug_cost,0.1814470076173041,1.1989509997560288,0.1814470076173041,Cost
36,cum_total_outpatient_insurance_cost_adj,0.073069632077892,1.075805444875209,0.073069632077892,Cost
