index,feature,importance,family
0,BENE_ESRD_IND,0.5811367024119444,Disease
1,age,0.1632377013976119,Demographics
353,STATE_Others,0.0139105094012111,Geography
314,RACE_Others,0.0102177273173517,Demographics
352,STATE_OR,0.0090154710934484,Geography
310,SEX_Female,0.007405141529432,Demographics
321,STATE_CO,0.0073854097224149,Geography
311,SEX_Male,0.0073219993239496,Demographics
367,STATE_WY,0.0065543495744668,Geography
347,STATE_NM,0.006270223955802,Geography
315,RACE_White,0.0056199083616076,Demographics
330,STATE_IL,0.0049118765734881,Geography
319,STATE_AZ,0.0047685799390511,Geography
312,RACE_Black,0.0046176603539486,Demographics
355,STATE_RI,0.0038241705434734,Geography
