index,feature,coefficient,odds_ratio,importance,family
0,BENE_ESRD_IND,0.2019476877140111,1.2237839874988978,0.2019476877140111,Disease
1,age,0.0114102030542835,1.0114755477166124,0.0114102030542835,Demographics
2,prior_has_Additional endocrine/metabolic burden,0.1211695539595953,1.1288162914142128,0.1211695539595953,Disease
3,prior_has_COPD,0.0300523406875553,1.0305084700638327,0.0300523406875553,Disease
4,prior_has_Administrative_screening_aftercare,0.1092488324076503,1.115439873400938,0.1092488324076503,Disease
5,prior_has_Cancer,0.0227814097837536,1.0230428879379776,0.0227814097837536,Disease
6,prior_has_Injury/Frailty Burden,0.1344722459572643,1.1439329097989477,0.1344722459572643,Disease
7,prior_has_Additional cardiovascular burden,0.2412451103780945,1.2728329816494075,0.2412451103780945,Disease
8,prior_has_Additional mental health burden,-0.0035782664876427,0.9964281278786964,0.0035782664876427,Disease
9,prior_has_Additional Musculoskeletal Burden,0.1066217258757295,1.1125133398644147,0.1066217258757295,Disease
10,prior_has_Infectious disease burden,0.0631364631927518,1.0651721861111776,0.0631364631927518,Disease
11,prior_has_Stroke/TIA,-0.0019997562534842,0.9980022419268726,0.0019997562534842,Disease
12,prior_has_Additional neurologic burden,0.0217256238154525,1.0219633435960858,0.0217256238154525,Disease
13,prior_has_Diabetes,0.0193207997345523,1.0195086542686038,0.0193207997345523,Disease
14,prior_has_Additional renal burden,0.0980941499770424,1.1030666339180093,0.0980941499770424,Disease
15,prior_has_Genitourinary (non-renal) burden,-0.0008164179761382,0.9991839152023404,0.0008164179761382,Disease
16,prior_has_Sensory Burden,-0.0095175683796601,0.9905275803254424,0.0095175683796601,Disease
17,prior_has_Additional Hematologic burden,0.0269243184876846,1.027290052956621,0.0269243184876846,Disease
18,prior_has_Rheumatoid Arthritis/Osteoarthritis,-0.0006303847097454,0.9993698139409514,0.0006303847097454,Disease
19,prior_has_Depression,0.0076202970900557,1.007649405445054,0.0076202970900557,Disease
20,prior_has_Heart Failure,0.0598800032904578,1.0617091372982006,0.0598800032904578,Disease
21,prior_has_CKD,0.0041555931833122,1.0041642396335593,0.0041555931833122,Disease
22,prior_has_Additional GI/Hepatic burden,0.0434895814805633,1.0444491126419602,0.0434895814805633,Disease
23,prior_max_carrier_chronic_code_counts,0.0658557580280429,1.068072645149905,0.0658557580280429,Chronic Count
24,prior_max_ip_chronic_code_counts,-0.2416819705189364,0.7853058882661619,0.2416819705189364,Chronic Count
25,prior_max_op_chronic_code_counts,0.0200469100811475,1.0202491988769258,0.0200469100811475,Chronic Count
26,cum_num_carrier_claims,0.2500732447769264,1.2841194682873067,0.2500732447769264,Utilization
27,cum_num_ip_claims,-0.0306830412224017,0.9697829055718726,0.0306830412224017,Utilization
28,cum_num_op_claims,0.0961583400334845,1.1009333720206351,0.0961583400334845,Utilization
29,cum_total_days_medsupplied,-0.1614792495539589,0.8508841875086075,0.1614792495539589,Utilization
30,cum_total_carrier_insurance_cost,0.0895137699659142,1.0936423926271364,0.0895137699659142,Cost
