index,feature,importance,family
30,cum_total_carrier_insurance_cost,0.066960016186252,Cost
26,cum_num_carrier_claims,0.0552255925762086,Utilization
36,cum_total_outpatient_insurance_cost_adj,0.0385597663329257,Cost
35,cum_total_raw_drug_cost,0.037904636709908,Cost
50,2009_avg_carrier_beneficiary_cost,0.0337769842345466,Cost
29,cum_total_days_medsupplied,0.033181010877376,Utilization
49,2009_avg_carrier_insurance_cost,0.0331119456643352,Cost
48,2009_avg_carrier_reimb_allowed_diff,0.0329597204458046,Cost
33,cum_total_outpatient_beneficiary_cost,0.0329317968681835,Cost
28,cum_num_op_claims,0.0309339957366571,Utilization
34,cum_total_medoop,0.0291462268245894,Cost
53,2009_avg_outpatient_insurance_cost,0.0281127959125123,Cost
54,2009_avg_outpatient_beneficiary_cost,0.026822492548072,Cost
23,prior_max_carrier_chronic_code_counts,0.026302750350019,Chronic Count
46,2009_avg_days_supplied_per_pdeclaim,0.0240031311654415,Utilization
1,age,0.0236704883041455,Demographics
25,prior_max_op_chronic_code_counts,0.0211007915958247,Chronic Count
37,cum_claim_processing_burden,0.0163235098421175,Cost
14,prior_has_Additional renal burden,0.016170156771728,Disease
0,BENE_ESRD_IND,0.0142961015583388,Disease
47,2009_avg_carrier_rejected_amt,0.0142853560040366,Cost
17,prior_has_Additional Hematologic burden,0.012612073060389,Disease
6,prior_has_Injury/Frailty Burden,0.0125056874389071,Disease
40,cum_PART_D_INSUR_CVRAGE_TOT_MONS,0.0123667813609851,Coverage
10,prior_has_Infectious disease burden,0.0120904758796,Disease
2,prior_has_Additional endocrine/metabolic burden,0.0119985618293859,Disease
7,prior_has_Additional cardiovascular burden,0.0115748261707004,Disease
9,prior_has_Additional Musculoskeletal Burden,0.0107045794915356,Disease
12,prior_has_Additional neurologic burden,0.0104844308386915,Disease
13,prior_has_Diabetes,0.0104518027017992,Disease
20,prior_has_Heart Failure,0.010377727512355,Disease
32,cum_total_inpatient_insurance_cost_adj,0.0102786316649888,Cost
4,prior_has_Administrative_screening_aftercare,0.0102452263338682,Disease
22,prior_has_Additional GI/Hepatic burden,0.0092142253453252,Disease
5,prior_has_Cancer,0.0089092614831903,Disease
42,prior_High_OOP_Burden_counts,0.0087006629388269,Risk
18,prior_has_Rheumatoid Arthritis/Osteoarthritis,0.0084826656589799,Disease
45,2009_avg_op_claim_duration,0.0083996578976139,Utilization
