index,feature,importance,family
39,2008_total_carrier_insurance_cost,0.0785051620058746,Cost
27,2008_num_carrier_claims,0.0639089384293965,Utilization
41,2008_total_carrier_beneficiary_cost,0.057774748454293,Cost
51,2008_total_outpatient_insurance_cost_adj,0.0380486777148484,Cost
31,2008_num_op_claims,0.0373077313342131,Utilization
47,2008_avg_outpatient_beneficiary_cost,0.0313255860755568,Cost
40,2008_avg_carrier_beneficiary_cost,0.0299186454671847,Cost
48,2008_total_outpatient_beneficiary_cost,0.0275095551141713,Cost
38,2008_avg_carrier_insurance_cost,0.0265636702562479,Cost
5,2008_max_op_chronic_code_counts,0.0263661374348702,Chronic Count
10,2008_has_Injury/Frailty Burden,0.0258870910343613,Disease
26,2008_has_Additional GI/Hepatic burden,0.0257468747112107,Disease
46,2008_avg_outpatient_insurance_cost,0.0234324030826715,Cost
21,2008_has_Additional Hematologic burden,0.0228666251312999,Disease
50,2008_total_raw_drug_cost,0.0216369331386911,Cost
37,2008_avg_carrier_reimb_allowed_diff,0.0212158917443219,Cost
3,2008_max_carrier_chronic_code_counts,0.02021160262365,Chronic Count
33,2008_num_pde_claims,0.0195790944155442,Utilization
34,2008_total_days_medsupplied,0.0195127572821506,Utilization
16,2008_has_Additional neurologic burden,0.0186175468527926,Disease
18,2008_has_Additional renal burden,0.0162107619493967,Disease
49,2008_total_medoop,0.0159361981937471,Cost
58,2008_High_OOP_Burden,0.0149015622147577,Risk
9,2008_has_Cancer,0.014558185609729,Disease
17,2008_has_Diabetes,0.0145091047352969,Disease
7,2008_has_COPD,0.0141799440356938,Disease
24,2008_has_Heart Failure,0.0134955923184736,Disease
1,age,0.0132349839266128,Demographics
13,2008_has_Additional Musculoskeletal Burden,0.0130721209113724,Disease
35,2008_avg_days_supplied_per_pdeclaim,0.0126022358374649,Utilization
6,2008_has_Additional endocrine/metabolic burden,0.012333880543083,Disease
14,2008_has_Infectious disease burden,0.0114430572294558,Disease
25,2008_has_CKD,0.0112070490533097,Disease
52,2008_claim_processing_burden,0.0103477526750356,Cost
11,2008_has_Additional cardiovascular burden,0.0099394084721131,Disease
12,2008_has_Additional mental health burden,0.0097153643278026,Disease
36,2008_avg_carrier_rejected_amt,0.0097098323063236,Cost
0,BENE_ESRD_IND,0.0094197041763786,Disease
8,2008_has_Administrative_screening_aftercare,0.0092117071686764,Disease
57,2008_High_Payer_Cost,0.0081954902255268,Risk
23,2008_has_Depression,0.0079596586674018,Disease
22,2008_has_Rheumatoid Arthritis/Osteoarthritis,0.0074773133113624,Disease
32,2008_avg_op_claim_duration,0.0069189670816277,Utilization
44,2008_avg_inpatient_insurance_cost,0.0064332480958784,Cost
30,2008_avg_ip_claim_duration,0.0062705416450657,Utilization
43,2008_total_inpatient_beneficiary_cost,0.0054436736107604,Cost
4,2008_max_ip_chronic_code_counts,0.0053707793796672,Chronic Count
42,2008_avg_inpatient_beneficiary_cost,0.0052616141599549,Cost
20,2008_has_Sensory Burden,0.0050487544706642,Disease
56,2008_PART_D_INSUR_CVRAGE_TOT_MONS,0.0049387107714677,Coverage
45,2008_total_inpatient_insurance_cost_adj,0.0045991811854331,Cost
15,2008_has_Stroke/TIA,0.0041728062028671,Disease
19,2008_has_Genitourinary (non-renal) burden,0.0037574041014867,Disease
29,2008_num_ip_claims,0.0034706022455542,Utilization
55,2008_HMO_INSUR_CVRAGE_TOT_MONS,0.0026367811300645,Coverage
369,SEX_Male,0.0025784315239105,Demographics
368,SEX_Female,0.0025046552234196,Demographics
2,prior_ESRD,0.0024444223719604,Disease
54,2008_PART_B_INSUR_CVRAGE_TOT_MONS,0.001853011118068,Coverage
373,RACE_White,0.001552226018656,Demographics
378,STATE_CA,0.0011289482893502,Geography
370,RACE_Black,0.0011237427738366,Demographics
53,2008_PART_A_INSUR_CVRAGE_TOT_MONS,0.0010520977555231,Coverage
383,STATE_FL,0.001050813198939,Geography
407,STATE_NY,0.0009383472381403,Geography
417,STATE_TX,0.000870960116426,Geography
408,STATE_OH,0.0006221220504406,Geography
388,STATE_IL,0.000605879529088,Geography
400,STATE_NC,0.0005725579704169,Geography
412,STATE_PA,0.0005609295450208,Geography
372,RACE_Others,0.0005350445719966,Demographics
395,STATE_MI,0.0005346583178706,Geography
404,STATE_NJ,0.0004974124965858,Geography
384,STATE_GA,0.0004579771491517,Geography
83,BENE_COUNTY_CD_200,0.0004323940653444,Geography
