index,feature,coefficient,odds_ratio,importance,family
0,BENE_ESRD_IND,0.5840606894396553,1.793305723267646,0.5840606894396553,Disease
1,age,0.0991360292110906,1.1042164950418576,0.0991360292110906,Demographics
2,BENE_COUNTY_CD_0,0.1704189135384794,1.1858014955880498,0.1704189135384794,Geography
3,BENE_COUNTY_CD_1,-0.0605466093997353,0.9412498969032916,0.0605466093997353,Geography
4,BENE_COUNTY_CD_10,0.1418672888418621,1.152423698904421,0.1418672888418621,Geography
5,BENE_COUNTY_CD_100,0.194467987209397,1.21466459745922,0.194467987209397,Geography
6,BENE_COUNTY_CD_11,0.8468866435888524,2.332374024725939,0.8468866435888524,Geography
7,BENE_COUNTY_CD_110,0.1101016711825523,1.1163915695400473,0.1101016711825523,Geography
8,BENE_COUNTY_CD_111,-1.072041475139478,0.3423089883363303,1.072041475139478,Geography
9,BENE_COUNTY_CD_113,-0.3402286416056413,0.7116076010563505,0.3402286416056413,Geography
10,BENE_COUNTY_CD_117,1.0467692823294117,2.8484337514714375,1.0467692823294117,Geography
11,BENE_COUNTY_CD_120,0.2239470654813096,1.2510047963388604,0.2239470654813096,Geography
12,BENE_COUNTY_CD_130,0.1533220895592704,1.1657003784044906,0.1533220895592704,Geography
13,BENE_COUNTY_CD_131,-0.5607948718263132,0.5707552062602284,0.5607948718263132,Geography
14,BENE_COUNTY_CD_14,-0.225144325247718,0.7984009810243551,0.225144325247718,Geography
15,BENE_COUNTY_CD_140,0.0970913641408321,1.1019610487463416,0.0970913641408321,Geography
16,BENE_COUNTY_CD_141,0.0447129354468434,1.0457276254839152,0.0447129354468434,Geography
17,BENE_COUNTY_CD_150,0.0545627209399186,1.0560787125859872,0.0545627209399186,Geography
18,BENE_COUNTY_CD_160,0.1741230033155301,1.1902019556036534,0.1741230033155301,Geography
19,BENE_COUNTY_CD_161,-0.4669918708757766,0.6268851864192182,0.4669918708757766,Geography
20,BENE_COUNTY_CD_170,0.2205600814653228,1.246774830546728,0.2205600814653228,Geography
21,BENE_COUNTY_CD_180,-0.1804013570780736,0.8349350370666152,0.1804013570780736,Geography
22,BENE_COUNTY_CD_190,0.4288523955273201,1.5354943718324994,0.4288523955273201,Geography
23,BENE_COUNTY_CD_191,0.0940238173578372,1.0985859110193383,0.0940238173578372,Geography
24,BENE_COUNTY_CD_194,0.6545395596286845,1.924256308079752,0.6545395596286845,Geography
25,BENE_COUNTY_CD_20,0.2453548771364142,1.2780747922578533,0.2453548771364142,Geography
26,BENE_COUNTY_CD_200,0.1771667448886733,1.1938301416055763,0.1771667448886733,Geography
27,BENE_COUNTY_CD_201,-0.1093027557539494,0.8964589682980735,0.1093027557539494,Geography
28,BENE_COUNTY_CD_210,-0.0294235790177842,0.9710050799677984,0.0294235790177842,Geography
29,BENE_COUNTY_CD_211,-0.35959213683354,0.6979609405844893,0.35959213683354,Geography
30,BENE_COUNTY_CD_212,-0.5289210765984281,0.5892403720680385,0.5289210765984281,Geography
31,BENE_COUNTY_CD_213,-0.2854746614068372,0.751657386877767,0.2854746614068372,Geography
32,BENE_COUNTY_CD_220,0.288903728928328,1.3349632040037187,0.288903728928328,Geography
33,BENE_COUNTY_CD_221,0.5733438846939117,1.774189829586552,0.5733438846939117,Geography
34,BENE_COUNTY_CD_222,-0.3777517050985142,0.6854006610296294,0.3777517050985142,Geography
35,BENE_COUNTY_CD_223,0.10482707955263,1.110518562385053,0.10482707955263,Geography
36,BENE_COUNTY_CD_224,1.4819479202586678,4.401511128501892,1.4819479202586678,Geography
37,BENE_COUNTY_CD_230,0.1642306721904856,1.1784861277182477,0.1642306721904856,Geography
38,BENE_COUNTY_CD_240,-0.0795955915158781,0.9234897379652184,0.0795955915158781,Geography
39,BENE_COUNTY_CD_241,0.5510829700819648,1.7351310957977717,0.5510829700819648,Geography
40,BENE_COUNTY_CD_25,0.9211951852796704,2.512291249807321,0.9211951852796704,Geography
41,BENE_COUNTY_CD_250,0.0850790243394395,1.0888031052449558,0.0850790243394395,Geography
42,BENE_COUNTY_CD_251,-0.6149339546354835,0.5406766033134809,0.6149339546354835,Geography
43,BENE_COUNTY_CD_260,0.3071000752867743,1.3594770113163543,0.3071000752867743,Geography
44,BENE_COUNTY_CD_270,0.2011503123897978,1.2228085612871766,0.2011503123897978,Geography
45,BENE_COUNTY_CD_271,-0.1061043065590773,0.8993308370783701,0.1061043065590773,Geography
46,BENE_COUNTY_CD_280,0.1880317711509407,1.2068718584484808,0.1880317711509407,Geography
47,BENE_COUNTY_CD_281,-0.2959163894013901,0.7438496191321567,0.2959163894013901,Geography
48,BENE_COUNTY_CD_288,0.6817111977308085,1.9772583189279576,0.6817111977308085,Geography
49,BENE_COUNTY_CD_290,0.1570837682786298,1.1700936265246116,0.1570837682786298,Geography
50,BENE_COUNTY_CD_291,0.7194278528795374,2.0532581087958603,0.7194278528795374,Geography
