index,feature,importance,family
30,cum_total_carrier_insurance_cost,0.0789172375651259,Cost
26,cum_num_carrier_claims,0.0620066607859921,Utilization
36,cum_total_outpatient_insurance_cost_adj,0.0452074303581839,Cost
28,cum_num_op_claims,0.0380343617516869,Utilization
33,cum_total_outpatient_beneficiary_cost,0.0348355464698068,Cost
48,2009_avg_carrier_reimb_allowed_diff,0.0330693144814098,Cost
50,2009_avg_carrier_beneficiary_cost,0.0311049211213006,Cost
35,cum_total_raw_drug_cost,0.0310973962840795,Cost
54,2009_avg_outpatient_beneficiary_cost,0.028592217144884,Cost
29,cum_total_days_medsupplied,0.0278453537589265,Utilization
53,2009_avg_outpatient_insurance_cost,0.0260664518872814,Cost
49,2009_avg_carrier_insurance_cost,0.026024838695351,Cost
34,cum_total_medoop,0.0253829290349616,Cost
25,prior_max_op_chronic_code_counts,0.0244234553182145,Chronic Count
23,prior_max_carrier_chronic_code_counts,0.0239112640202046,Chronic Count
46,2009_avg_days_supplied_per_pdeclaim,0.019984840923824,Utilization
1,age,0.0194257068280969,Demographics
17,prior_has_Additional Hematologic burden,0.018139063186245,Disease
12,prior_has_Additional neurologic burden,0.0172345205990846,Disease
37,cum_claim_processing_burden,0.0168492988989586,Cost
22,prior_has_Additional GI/Hepatic burden,0.0166815940365648,Disease
13,prior_has_Diabetes,0.0145806458956904,Disease
47,2009_avg_carrier_rejected_amt,0.0133544754359053,Cost
4,prior_has_Administrative_screening_aftercare,0.0131882865544892,Disease
5,prior_has_Cancer,0.0128460535744649,Disease
10,prior_has_Infectious disease burden,0.0124673232851989,Disease
14,prior_has_Additional renal burden,0.0119566588743828,Disease
0,BENE_ESRD_IND,0.0118289346885884,Disease
9,prior_has_Additional Musculoskeletal Burden,0.0117575696190323,Disease
3,prior_has_COPD,0.0115051407356055,Disease
16,prior_has_Sensory Burden,0.0111326408991072,Disease
42,prior_High_OOP_Burden_counts,0.0106116672403284,Risk
8,prior_has_Additional mental health burden,0.0106105461082021,Disease
20,prior_has_Heart Failure,0.0103471643280271,Disease
40,cum_PART_D_INSUR_CVRAGE_TOT_MONS,0.0103219027737293,Coverage
32,cum_total_inpatient_insurance_cost_adj,0.0098009861266321,Cost
21,prior_has_CKD,0.0096305711866294,Disease
11,prior_has_Stroke/TIA,0.0093384521874732,Disease
2,prior_has_Additional endocrine/metabolic burden,0.0086687143207823,Disease
45,2009_avg_op_claim_duration,0.0086572660373342,Utilization
6,prior_has_Injury/Frailty Burden,0.0083500726823264,Disease
18,prior_has_Rheumatoid Arthritis/Osteoarthritis,0.0072059816616897,Disease
24,prior_max_ip_chronic_code_counts,0.0067438190493724,Chronic Count
31,cum_total_inpatient_beneficiary_cost,0.0066693834470573,Cost
19,prior_has_Depression,0.006611340337205,Disease
41,prior_High_Payer_Cost_counts,0.0065593877654691,Risk
15,prior_has_Genitourinary (non-renal) burden,0.0063106091937552,Disease
39,cum_HMO_INSUR_CVRAGE_TOT_MONS,0.0060939298917458,Coverage
52,2009_avg_inpatient_insurance_cost,0.0057410911939621,Cost
44,2009_avg_ip_claim_duration,0.00522392956707,Utilization
55,prior_ESRD,0.0046351164659217,Disease
27,cum_num_ip_claims,0.0045936810783255,Utilization
7,prior_has_Additional cardiovascular burden,0.0044562650867563,Disease
38,cum_PART_A_INSUR_CVRAGE_TOT_MONS,0.0043375404982927,Coverage
365,SEX_Female,0.0037022277807005,Demographics
366,SEX_Male,0.0037007259020028,Demographics
51,2009_avg_inpatient_beneficiary_cost,0.0026467674547493,Cost
370,RACE_White,0.0023779334497003,Demographics
367,RACE_Black,0.0017217227551322,Demographics
380,STATE_FL,0.001565819968935,Geography
375,STATE_CA,0.0015374153220957,Geography
414,STATE_TX,0.0013159100042245,Geography
404,STATE_NY,0.0012457199578108,Geography
385,STATE_IL,0.0010934170912011,Geography
405,STATE_OH,0.0009572835428711,Geography
409,STATE_PA,0.0009330185678804,Geography
392,STATE_MI,0.0008626476358819,Geography
401,STATE_NJ,0.0008395558807798,Geography
397,STATE_NC,0.0008172161201048,Geography
369,RACE_Others,0.0007708346424492,Demographics
80,BENE_COUNTY_CD_200,0.0007576403953059,Geography
381,STATE_GA,0.0007190066128807,Geography
58,BENE_COUNTY_CD_10,0.000667590729435,Geography
417,STATE_VA,0.0006436399028004,Geography
56,BENE_COUNTY_CD_0,0.0006005389832158,Geography
416,STATE_Unknown,0.0005873413012595,Geography
393,STATE_MN,0.0005826358258963,Geography
43,2009_avg_carrier_claim_duration,0.0005752428602619,Utilization
180,BENE_COUNTY_CD_60,0.0005495261533791,Geography
413,STATE_TN,0.0005477854970395,Geography
372,STATE_AL,0.0005472505193141,Geography
390,STATE_MD,0.0005075300664919,Geography
386,STATE_IN,0.0005042923996766,Geography
79,BENE_COUNTY_CD_20,0.0004949618072009,Geography
148,BENE_COUNTY_CD_470,0.0004810883029135,Geography
411,STATE_SC,0.0004693090232269,Geography
419,STATE_WA,0.0004669619021118,Geography
65,BENE_COUNTY_CD_120,0.0004606099406703,Geography
368,RACE_Hispanic,0.0004593894897524,Demographics
72,BENE_COUNTY_CD_160,0.0004519494029151,Geography
70,BENE_COUNTY_CD_141,0.0004459701435155,Geography
420,STATE_WI,0.0004344846981948,Geography
374,STATE_AZ,0.0004341760584446,Geography
394,STATE_MO,0.0004275536350228,Geography
133,BENE_COUNTY_CD_400,0.0004160700820427,Geography
152,BENE_COUNTY_CD_50,0.0003984435969917,Geography
74,BENE_COUNTY_CD_170,0.0003952574464215,Geography
388,STATE_KY,0.0003773182994713,Geography
389,STATE_LA,0.0003741724529381,Geography
71,BENE_COUNTY_CD_150,0.0003725505051589,Geography
373,STATE_AR,0.0003677217863136,Geography
59,BENE_COUNTY_CD_100,0.0003654656422704,Geography
302,BENE_COUNTY_CD_90,0.0003604819140474,Geography
183,BENE_COUNTY_CD_610,0.0003491893378772,Geography
