index,feature,importance,family
0,BENE_ESRD_IND,0.6096487826565467,Disease
1,age,0.1459678114361314,Demographics
352,STATE_Others,0.0137156925622841,Geography
313,RACE_Others,0.0102297096927712,Demographics
351,STATE_OR,0.0090763245128496,Geography
320,STATE_CO,0.0086825924590634,Geography
310,SEX_Male,0.0073242833062445,Demographics
309,SEX_Female,0.0072848608172186,Demographics
346,STATE_NM,0.0064670426279313,Geography
366,STATE_WY,0.0059041227884341,Geography
314,RACE_White,0.0054213240706374,Demographics
329,STATE_IL,0.0043759782916381,Geography
311,RACE_Black,0.0039037282790774,Demographics
358,STATE_TX,0.0038535210156195,Geography
359,STATE_UT,0.0034218838254784,Geography
326,STATE_HI,0.0027223399607445,Geography
319,STATE_CA,0.0025322610007102,Geography
354,STATE_RI,0.0024457462477705,Geography
363,STATE_WA,0.0024020497914964,Geography
52,BENE_COUNTY_CD_30,0.0023633006528897,Geography
317,STATE_AR,0.0023181522931581,Geography
318,STATE_AZ,0.0021747222543896,Geography
2,BENE_COUNTY_CD_0,0.0021671723366358,Geography
312,RACE_Hispanic,0.0021200482495713,Demographics
25,BENE_COUNTY_CD_20,0.0019370056732599,Geography
4,BENE_COUNTY_CD_10,0.0019159679416681,Geography
78,BENE_COUNTY_CD_40,0.0017438035070454,Geography
322,STATE_DC,0.0017311702185002,Geography
308,BENE_COUNTY_CD_999,0.0017211721709771,Geography
28,BENE_COUNTY_CD_210,0.0016739347769861,Geography
247,BENE_COUNTY_CD_90,0.0016703227722538,Geography
334,STATE_MD,0.00164312544027,Geography
17,BENE_COUNTY_CD_150,0.0016140371009253,Geography
104,BENE_COUNTY_CD_530,0.0015976181908215,Geography
75,BENE_COUNTY_CD_390,0.0015828108049856,Geography
323,STATE_DE,0.0015673714596704,Geography
339,STATE_MS,0.0015473105865729,Geography
333,STATE_LA,0.0015383450908025,Geography
26,BENE_COUNTY_CD_200,0.0014842124028467,Geography
154,BENE_COUNTY_CD_70,0.0014749681969053,Geography
110,BENE_COUNTY_CD_550,0.0014225324052038,Geography
125,BENE_COUNTY_CD_60,0.0013809257910998,Geography
349,STATE_OH,0.0013673213451501,Geography
53,BENE_COUNTY_CD_300,0.0013478230211054,Geography
332,STATE_KY,0.0013060005798721,Geography
38,BENE_COUNTY_CD_240,0.0012895866574014,Geography
118,BENE_COUNTY_CD_570,0.0012836275137149,Geography
97,BENE_COUNTY_CD_50,0.0012780379687478,Geography
344,STATE_NH,0.0012721622023608,Geography
20,BENE_COUNTY_CD_170,0.0012705969698779,Geography
21,BENE_COUNTY_CD_180,0.0012667093521372,Geography
325,STATE_GA,0.0012473094671167,Geography
364,STATE_WI,0.0012423379564221,Geography
281,BENE_COUNTY_CD_970,0.0012100874556881,Geography
356,STATE_SD,0.0011960828357766,Geography
348,STATE_NY,0.001186024207949,Geography
32,BENE_COUNTY_CD_220,0.0011523344040216,Geography
316,STATE_AL,0.0011503198629028,Geography
106,BENE_COUNTY_CD_540,0.0011323793347929,Geography
336,STATE_MI,0.00112817836913,Geography
361,STATE_VA,0.0011231895341901,Geography
144,BENE_COUNTY_CD_660,0.0011194398259547,Geography
49,BENE_COUNTY_CD_290,0.001117846483031,Geography
343,STATE_NE,0.0011146519985462,Geography
360,STATE_Unknown,0.001103465656189,Geography
41,BENE_COUNTY_CD_250,0.0010897649461137,Geography
134,BENE_COUNTY_CD_630,0.0010895767198116,Geography
137,BENE_COUNTY_CD_640,0.0010508454493132,Geography
11,BENE_COUNTY_CD_120,0.0010488875962604,Geography
224,BENE_COUNTY_CD_860,0.0010482170183086,Geography
324,STATE_FL,0.0009993538693681,Geography
12,BENE_COUNTY_CD_130,0.0009966994866939,Geography
69,BENE_COUNTY_CD_360,0.0009926317967992,Geography
7,BENE_COUNTY_CD_110,0.0009878892836293,Geography
93,BENE_COUNTY_CD_470,0.0009702063097405,Geography
72,BENE_COUNTY_CD_370,0.000961067989843,Geography
18,BENE_COUNTY_CD_160,0.000958671844479,Geography
345,STATE_NJ,0.0009539598984567,Geography
338,STATE_MO,0.0009434765826696,Geography
341,STATE_NC,0.0009387705355271,Geography
68,BENE_COUNTY_CD_350,0.0009342570580921,Geography
167,BENE_COUNTY_CD_740,0.0009178013465185,Geography
155,BENE_COUNTY_CD_700,0.0009150511708523,Geography
122,BENE_COUNTY_CD_590,0.0009139505062565,Geography
5,BENE_COUNTY_CD_100,0.0009117885366687,Geography
15,BENE_COUNTY_CD_140,0.0009043613095464,Geography
331,STATE_KS,0.0009001620647426,Geography
37,BENE_COUNTY_CD_230,0.0008799233285753,Geography
73,BENE_COUNTY_CD_380,0.000876734808358,Geography
61,BENE_COUNTY_CD_330,0.0008652200435436,Geography
357,STATE_TN,0.0008586506392533,Geography
98,BENE_COUNTY_CD_500,0.0008579809467954,Geography
353,STATE_PA,0.0008529857613135,Geography
